condition,inherit_prob,replicate,baseline_replicate,baseline_run_seed,information_observation_seed,permutation_root_seed,permutation_stream_index,n_information_permutations,state_path,rng_state_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
control,0.9,11,control_p0.9_r11,3052817982,1611939026,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_11.npz,results/phase4_core/states/control/p0.9/rep_11.rng.json,19825905dcf70f4398173148c2678a1fe69c77fa5dabcbba6950c7b7bdb50a03,d21e1d85e57a3e609166577c666133126e966c9a2e47e8c4da6a6f7a10e081d6,27.01953125,0.20899403028698796,0.6181642465545099,0.22977790489526495,0.23001912213661732,0.0025532306809483087,-0.00024121724135237055
control,0.9,12,control_p0.9_r12,805468924,1531774980,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_12.npz,results/phase4_core/states/control/p0.9/rep_12.rng.json,669767d7e28da7bd7c6009ef279147c59ee29b626ebd55b6993de6d9744c6653,f0e0707c9ca81b806799177af15d4a931f816c71e10a58809b60cae296ddaf30,26.98125,0.23652680234859125,0.7297425792475323,0.22145694470184898,0.22354042389947446,0.002439164980126854,-0.0020834791976254707
control,0.9,13,control_p0.9_r13,130380487,780899652,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_13.npz,results/phase4_core/states/control/p0.9/rep_13.rng.json,f4d2c2f9d5dd7a71bd999a36ebc09b17becd234aac16d7aff0fe3cee71b725ec,d6fb05dce20c2de96e282c0fecc225ea9cc361dabad40fe81ce9ff32f956c635,27.18125,0.19428393625028129,0.54999280331081,0.23797959364768195,0.2354168292009048,0.0025658881308343266,0.002562764446777166
control,0.9,14,control_p0.9_r14,970734302,914628714,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_14.npz,results/phase4_core/states/control/p0.9/rep_14.rng.json,be514238c2ea380bd8618ec695d61b720f78a260becd2f1851e4b70ff5603b37,9ac37f44981ba29ed2c922a937e0bd0480e24534a0fb49210b1b3b82dfe70e9b,27.228125,0.22435354318130185,0.6742501253186041,0.23315906957687,0.2291280713988784,0.002421347213433163,0.0040309981779916015
control,0.9,15,control_p0.9_r15,1744178754,1595947045,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_15.npz,results/phase4_core/states/control/p0.9/rep_15.rng.json,cc39114eee684bb007ae514529eeb5f8519f354590e16c2b5cbe7b1fee4f87e7,942e268b250c9b90027394fb9fd78a96456734a2fb13377f40c4d428a1dadb30,26.57265625,0.2344593252402087,0.7158558527993547,0.22594325273376098,0.22672550237237898,0.0024945914085482477,-0.0007822496386180045
control,0.9,16,control_p0.9_r16,3071390907,2628867148,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_16.npz,results/phase4_core/states/control/p0.9/rep_16.rng.json,d9f31ba47fefc7399ade46f0df5b6447d1f1cbd4e4508a12d8864ec23860da97,d872976da287b8ef93a06a54197396926762421dbbe1fd69ad81d34576abb260,27.2234375,0.23228633164599227,0.6928085493108808,0.22634394700233318,0.22366136096298714,0.0023377097574247712,0.002682586039346041
control,0.9,17,control_p0.9_r17,901166602,1853607228,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_17.npz,results/phase4_core/states/control/p0.9/rep_17.rng.json,390023a6437a996590dcfbea2995acf9c68c2a6861df67cb3b3a6938d43c9b55,757e158c1348880f6b72e4864151ce5cc930c060bb0e88b1fff99738e89f6048,27.196875,0.21957841586006377,0.6729380852672409,0.2205040767475635,0.22260561788202138,0.0022690190330962997,-0.002101541134457874
control,0.9,18,control_p0.9_r18,2769853347,3245016496,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_18.npz,results/phase4_core/states/control/p0.9/rep_18.rng.json,4e03cdc5a5e7b256465bd4d2a4faf6fd25330fd068c7dc4806c6840886d0912d,21a2210beaf712513ba3be2c099b59cce18f701baa474b39b68cff0f96c4a46f,27.775,0.20604206922803456,0.6216256858785355,0.22801014339301784,0.22603498099945818,0.002422664573199858,0.0019751623935596596
control,0.9,19,control_p0.9_r19,727502288,2232919635,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_19.npz,results/phase4_core/states/control/p0.9/rep_19.rng.json,776060aae0f52df5a95bb6c4fed7951f19ebdb35fab1e6c15fddd5ba48ac2344,ef63dbc088911da463dc9a66d526133fa8368a0b88bac86c82176225fe76aa1f,27.2171875,0.20689516280835193,0.6227360868096443,0.23243254585637177,0.22858574930167946,0.0023393653301577383,0.0038467965546923055
control,1.0,0,control_p1.0_r00,959377117,2469719452,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_00.npz,results/phase4_core/states/control/p1.0/rep_00.rng.json,4f3a69f159c28656abe643ef889ca0146b1b3e53b8180fb16d7a841e3bf903f9,453247198d0013eb12d592969ee15b6c0dcc1d43b60b581be0765e30b86ac2f6,26.39765625,0.46433992634741783,1.8333474471992406,0.030136132719357223,0.03002133184612942,0.0008733925940098677,0.00011480087322780427
control,1.0,1,control_p1.0_r01,2117617387,711101408,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_01.npz,results/phase4_core/states/control/p1.0/rep_01.rng.json,3934af56c96e31fe6c382fe9b031743b8b0ba511930407fcef1b29fe26e1615a,d953cbbca41b76fbac0961e7b8b7552452900e7be060fa4c1d07e09ebecf1053,26.6390625,0.4858568918309345,1.9052106409832492,0.026176845388049465,0.026033363377001625,0.0009124028380587749,0.00014348201104784006
control,1.0,2,control_p1.0_r02,1818475040,797882791,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_02.npz,results/phase4_core/states/control/p1.0/rep_02.rng.json,e49b254013b9cc592e22365362ef00b57cd479441a0a73df96e11b4cbe7ab1c8,9395061ee6fbe1fa511bec9ecaf808c8a0eacd6efa58c0088b51eace82eb3118,26.60546875,0.46786372480947147,1.7876213084215227,0.02987552719381247,0.03056425956035226,0.0009259330787465247,-0.0006887323665397925
control,1.0,3,control_p1.0_r03,2288087449,1363363211,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_03.npz,results/phase4_core/states/control/p1.0/rep_03.rng.json,b82e07c162fa90069b807891fef7fb4e29362b32495228909fcb5a8cb8650e46,501d1c3b27585c01cc7092961c616604d42d22684664a65c3eeeb694fc028d63,26.5640625,0.48739897512230834,1.876254526856565,0.03301769017722313,0.03248911411453787,0.0009975541625658509,0.0005285760626852556
control,1.0,4,control_p1.0_r04,394027963,713538434,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_04.npz,results/phase4_core/states/control/p1.0/rep_04.rng.json,7f5ff9494ea7e70fe3a9d36379292ab84b4478b7923b32d6cf5e0959cdaa9a1b,599d3c146205b2109ea8e2bc91d1f55afaff011e53da4148ebf6f0dba3ff81d9,26.640625,0.495768036690668,1.8784827214908995,0.0331053587558262,0.03169004955139985,0.001046117194971861,0.0014153092044263543
control,1.0,5,control_p1.0_r05,2142203076,2174953973,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_05.npz,results/phase4_core/states/control/p1.0/rep_05.rng.json,82cbab7de3777db847dfcbf3e627de86e883c5f1e999ce912901285ca9b62bfb,1711b0370f878b60d1b7c1ce87fa00d1cf4a60a694f8174ba1edbf9403eaa43d,27.14296875,0.4709523559085289,1.85130941780585,0.025410997500140357,0.02522879365385262,0.0008318706582033698,0.00018220384628773664
control,1.0,6,control_p1.0_r06,1112701378,566072227,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_06.npz,results/phase4_core/states/control/p1.0/rep_06.rng.json,a54f3532bbb0ef944172a7fed933b58577fb0ac0c1b6ac25832007866c9cd517,52e9a4bae297365425164fffcbc499bb371541e6a1d572115b19234ec81b0205,27.47265625,0.4769435814566271,1.8881878460635397,0.03229024282366119,0.03270063124972783,0.0010320060744281295,-0.00041038842606663795
control,1.0,7,control_p1.0_r07,3106617477,955981085,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_07.npz,results/phase4_core/states/control/p1.0/rep_07.rng.json,6dd5d439e5865e4657667fac963c9a15eb475386b76b0459007a986cb057caed,8332bf70dde9502ec716c5404636f9dac4b8938db8c97e05810bbd75095632a2,27.26015625,0.47672899315280914,1.8820440404417562,0.02767250914288727,0.02941357671050473,0.0010013680040103033,-0.001741067567617459
control,1.0,8,control_p1.0_r08,4082975458,1581876379,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_08.npz,results/phase4_core/states/control/p1.0/rep_08.rng.json,40692bcb59765fb9100988483e37506165c9d2cbaf46b653f7c0a8dc323a4c98,72dce269b2f034bfa020aab0f361256aaefc5dc5c59af1a9d78a32bb5b3e5157,27.7359375,0.4517458581108986,1.8025485780728043,0.024264767813457287,0.023509068872877962,0.0008578144569909376,0.0007556989405793253
control,1.0,9,control_p1.0_r09,3205830532,2355626486,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_09.npz,results/phase4_core/states/control/p1.0/rep_09.rng.json,d9b09bbd1e37a0eea213c2ec2414e01a1a093976080c74376ec3b648e6ca405c,9eb09a0ac90f34bb0b357c5e553808f9ef1ddae00a14bd72e5ae8231900ace38,27.58828125,0.45249071087391546,1.7756550824665531,0.031471797229929266,0.03215385961579151,0.0009530020557808189,-0.0006820623858622421
control,1.0,10,control_p1.0_r10,2193894637,574847938,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_10.npz,results/phase4_core/states/control/p1.0/rep_10.rng.json,778a9d0766a585957981f41714146c5c5a38aa592f8928ffb47e9d006628c2f4,372f7025c57414c4b71fab8b96fb480400f73b19ab553b59ac1da3f610aba636,27.02421875,0.49166232053019704,1.9230319784728258,0.031064484853624938,0.030917013287545803,0.0009737138814308781,0.00014747156607913467
control,1.0,11,control_p1.0_r11,3660651808,1481046494,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_11.npz,results/phase4_core/states/control/p1.0/rep_11.rng.json,87ef8a2f8c0a6d4646a347e81ebac6b2a33fa459e79e3d3d78f1feddd7fb36ec,7319ace014c47fec65391defdd182cc2338fb87324c8259b8e3e5408217d695d,27.315625,0.5058056002258897,1.9814525582796918,0.024918844035351734,0.026067568746875106,0.0009241785112185154,-0.0011487247115233717
control,1.0,12,control_p1.0_r12,3798660777,904378782,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_12.npz,results/phase4_core/states/control/p1.0/rep_12.rng.json,8a811e9e55dd48de701d8a2a0faedc02105741b1e58d3f7e9a8a51a513248068,453f39caec9c13e420b566656778aaf4f5a6672fbad8d0450243069ce389a0f2,26.78125,0.5009052062541135,1.941093900761102,0.024398649074214174,0.023787672220667064,0.0008266958407407174,0.0006109768535471106
control,1.0,13,control_p1.0_r13,2591299117,2094013244,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_13.npz,results/phase4_core/states/control/p1.0/rep_13.rng.json,d34a95a9ee69b756a5eb6911a7d517f988f0bdf8668b700cde3c7c81fb5e1ba2,9448af79086e2882948e4b1dc5f96a11db0f3422d6565d78b154d6d69cccb97c,26.9453125,0.49542993925067447,1.9520813153926537,0.026945518208656635,0.026916463939834944,0.0008628123755182564,2.905426882169118e-05
control,1.0,14,control_p1.0_r14,1362698752,2578603654,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_14.npz,results/phase4_core/states/control/p1.0/rep_14.rng.json,3b345e63416dbe76e447de43d506dbd9d6c1ccbce09d2c23a1f1cfe7a22b2b85,270cc606284866fe4673b8348a30abeaf85e21941eec00e88ff29258348b70fc,26.3421875,0.47322526280454114,1.8637535450226699,0.03628701409267257,0.037350241239147514,0.0011103005472417413,-0.0010632271464749432
control,1.0,15,control_p1.0_r15,4238633799,3417636559,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_15.npz,results/phase4_core/states/control/p1.0/rep_15.rng.json,df58b7ac8545cd97fa6724e313ce22b6f02bd777380140f4abfb2ceb56284578,c3a18fcaef8a705205f069c1a9e7f935a6b207b4114cc2e419a9106adba06635,26.940625,0.46515189670609103,1.8486427516285044,0.030677869362314925,0.03056048619660886,0.0010120289884599444,0.0001173831657060656
control,1.0,16,control_p1.0_r16,2379778161,1797745728,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_16.npz,results/phase4_core/states/control/p1.0/rep_16.rng.json,a572fac0d2b8dcf79ffe096c30129e0810b143646ba2799caf29d1fb0ef3eb83,d1a2e74de4f52df2f25c525731739de56748a7fa101332c00b340eb083f392b5,27.63046875,0.48224683948160596,1.9334940161778953,0.030347101006256698,0.03204007893351208,0.000986958980490889,-0.0016929779272553819
control,1.0,17,control_p1.0_r17,2533893282,1006998721,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_17.npz,results/phase4_core/states/control/p1.0/rep_17.rng.json,fc11f67c3c3463b6d47900f0b6388e7c502380ac2832eb32528320dd97dae092,dbedc17927e0007d4579f3a47797dac82b7ae2bf0124854a2fc4c5e3d18107e7,27.1484375,0.4809406549188375,1.8972285066863792,0.024112711355894264,0.024577569068896316,0.0008977154788934864,-0.0004648577130020523
control,1.0,18,control_p1.0_r18,2795287190,1927084364,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_18.npz,results/phase4_core/states/control/p1.0/rep_18.rng.json,110f2084964e2b6fc8c19887d18eb2d7366c30c2d12d54e773c04a19b3c1176f,d9acfe10e8940d2560784e9868deb4aa01a0e1e9d79e7ad888a99a8fb697add7,27.33515625,0.4733681426935933,1.863157163508274,0.03173559625821927,0.03250046516924303,0.000973090600526032,-0.0007648689110237583
control,1.0,19,control_p1.0_r19,2366409137,2303651031,2026073104,0,200,results/phase4_core/states/control/p1.0/rep_19.npz,results/phase4_core/states/control/p1.0/rep_19.rng.json,eefdf69ba9ee746be881b2254e0e7dfad533fb3a131513fc98565881f14c0477,19bdb4b4b0a08dc19aee84bd5f7880c906d22f43cedfdb6312b7089dac74f0e1,26.66953125,0.4712864858484448,1.8676955139392875,0.02622876938740535,0.02619199698541088,0.0009929051081449334,3.677240199446985e-05
selective,0.1,0,selective_p0.1_r00,949835833,2150844500,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_00.npz,results/phase4_core/states/selective/p0.1/rep_00.rng.json,97a05cfe6cda01bb221fd1c42a6d8f077c140e5a93571402d5cd784abfdeb93c,ac5541a818fbfe8dd0f8e9626e80b5a2d7559f47f22c2cf2f0902ecef567624d,33.09375,0.26268885111695806,0.06589052951099628,0.5096972275643125,0.28795911113506134,0.002765067012646241,0.22173811642925112
selective,0.1,1,selective_p0.1_r01,4290679942,3802174986,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_01.npz,results/phase4_core/states/selective/p0.1/rep_01.rng.json,48f73dfb29fa34758c171dfd8f940fa189fe72d9492a54ebf688e4ae0ce08c0a,79c8ab3fd00ba56e5089f6f4dc0d6c19d8114b7e7fe111f65387395316014657,32.921875,0.25796297006910573,0.06687252184384916,0.505955762879911,0.2883540588392357,0.0032637875961901404,0.21760170404067525
selective,0.1,2,selective_p0.1_r02,3542320773,3526174368,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_02.npz,results/phase4_core/states/selective/p0.1/rep_02.rng.json,97c9de46298e76d2c43ede2a2427b9d842b0d7e193d48698118f7dfb70d37c87,117f9cf7e1bbc71076c087a3501cc6e66804a1fa9714a831c47751c2dcd55295,32.546875,0.2579129366135572,0.06501681850252837,0.503905155406701,0.2885038456813692,0.002880225273315368,0.21540130972533178
selective,0.1,3,selective_p0.1_r03,1519649550,4054822947,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_03.npz,results/phase4_core/states/selective/p0.1/rep_03.rng.json,c7aee96afb2607622bcc8adc2e4c59da31ec87a4185697b7c69c39b4c423a749,57d5e4fea975ec8ad4c0d9fdfce9785accd72db4da6b941dacab13d6c3af74dd,32.9125,0.2572167302986182,0.06784737052989503,0.5015382413926501,0.28825491649432744,0.0028563311637971015,0.2132833248983227
selective,0.1,4,selective_p0.1_r04,4055852782,3465634599,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_04.npz,results/phase4_core/states/selective/p0.1/rep_04.rng.json,ae6c098d195e36b8e7d282afa3f8d7d6963e7d45e091c3b8d00776f5c1335ba9,458db49798764a82e2206c68ea3347109702cc23a13c2c3cbc29c8e0fc3d8c80,32.4328125,0.2558868741631406,0.0685870105929677,0.49852428109862595,0.2884955421738976,0.0031448492595792282,0.21002873892472834
selective,0.1,5,selective_p0.1_r05,421585253,1647568193,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_05.npz,results/phase4_core/states/selective/p0.1/rep_05.rng.json,5ac72cc4493320a5584b525536074609195676a011f0b58d9e788b13a746b330,8a02a3931c7535b10d9630332f47518d59b442fdccd66934bca6577d57a8d0da,33.33046875,0.2590952244048007,0.06859835677678719,0.49799097216276855,0.28808300846602836,0.0029832666226055483,0.2099079636967402
selective,0.1,6,selective_p0.1_r06,2650818629,900047796,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_06.npz,results/phase4_core/states/selective/p0.1/rep_06.rng.json,8417d2dfdf0ab38d448b11ef7372768142ab71f39abaa1e8d718e5cd92058e3d,767d802129e9de5b90017f3ef083d33abaf6d1b6141bdaddea3bbb6e133ae699,32.64765625,0.263960785535306,0.06768368233310665,0.5012791447814027,0.2882332563717673,0.0030701161496754755,0.2130458884096354
selective,0.1,7,selective_p0.1_r07,2357420912,870516562,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_07.npz,results/phase4_core/states/selective/p0.1/rep_07.rng.json,5b292b0e0a57deab43735b6b79098e1b5a819dc56526cd743a1b78b51aadaafd,a2148156c7ccbf13804060fcb82181893bf4147d81228199863c00495e42bbc4,33.19375,0.25621088708525486,0.06674097414078067,0.5015560525297204,0.28818004821429943,0.003024890896535468,0.21337600431542092
selective,0.1,8,selective_p0.1_r08,2513491709,3759395584,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_08.npz,results/phase4_core/states/selective/p0.1/rep_08.rng.json,ec0bd7e99c3ec7e8fa4fd98afb9a5932bc12443f9e9c19fd8563209903883502,ab48d0ac00a25d97ea4cc5bb43398b104011335b2ffe350ac60d2cb541b7158d,32.61953125,0.25708919970019534,0.0640455357835931,0.503325415226958,0.28804827473499794,0.0029519777317065675,0.21527714049196
selective,0.1,9,selective_p0.1_r09,4168093450,3876905498,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_09.npz,results/phase4_core/states/selective/p0.1/rep_09.rng.json,99d99a967bf661a87f3fd55c96a7ce8f49ceb71de19faf7b7dc56523e75583c4,dc9085bdd891b30fff0473af10356e038bda5ab574eb5cdf72ef54de9557287a,33.20234375,0.26599282626499754,0.06511344092126764,0.5153760852187205,0.288417099422163,0.0028904258820215724,0.2269589857965575
selective,0.1,10,selective_p0.1_r10,942789103,4255187602,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_10.npz,results/phase4_core/states/selective/p0.1/rep_10.rng.json,604bb95a9e5492b89961868369a4ac1765cfa6b1602fafd37e703325ecc2ec2e,14fba5ff7dc77e93079e24525307b6cbba58632097a34d3a7cb36a4c3be462b5,32.72734375,0.2570095011168576,0.06536550793942124,0.5021310791825133,0.2880993999169485,0.0030595963248763207,0.21403167926556482
selective,0.1,11,selective_p0.1_r11,3225707201,3163834734,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_11.npz,results/phase4_core/states/selective/p0.1/rep_11.rng.json,dcd24ffa4bdd6de049c3ddb8c8e7d3aacb520faf8ae02c249c1bc45ec258fb4e,808143b8fba97ea5ef33966edaab93470457248415c904dc295214a1a8d33c13,32.64765625,0.26489592549680985,0.06351927984955172,0.5118292585742626,0.2884943249509841,0.0030497745478504693,0.22333493362327855
selective,0.1,12,selective_p0.1_r12,3903337858,126091524,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_12.npz,results/phase4_core/states/selective/p0.1/rep_12.rng.json,579f66652483fc45fde72700ffa282fe109d5a07fc43c95f3715cc3b1b023517,367c128fb3890db01f07a528576c7c79e18204f070e65396d02e267fe1f36ae0,32.41640625,0.26072456082947426,0.06772216707607032,0.5058065929463832,0.28813239508117083,0.0032989883340088207,0.21767419786521236
selective,0.1,13,selective_p0.1_r13,3159923039,2697792151,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_13.npz,results/phase4_core/states/selective/p0.1/rep_13.rng.json,412e2600dbe4ab9d78d7f811500fca50bf044779caa1145c2848dc3c64e72ce8,1b7ec0139bb4d8a8e5bbdae4ada7ed7d205f90db25e9c7d4fbfb160ada1db44d,32.4046875,0.2631642251756177,0.06951262445528239,0.5047695173214952,0.2880844111297048,0.002739916244873744,0.21668510619179043
selective,0.1,14,selective_p0.1_r14,375945506,1273978344,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_14.npz,results/phase4_core/states/selective/p0.1/rep_14.rng.json,5ca8ce390f52b04b5c1717b1d026998a91e6dcd85eb408f45664d112223b6f9b,9f52b9060575116ac81f758f4e6997222b8e0d82026fe5052bd91bdad9273b17,33.0359375,0.2679672164203616,0.06571581190372586,0.5138576744653859,0.2882461969859232,0.0030055530242755557,0.2256114774794627
selective,0.1,15,selective_p0.1_r15,1264613916,1770584513,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_15.npz,results/phase4_core/states/selective/p0.1/rep_15.rng.json,33ccbfbfb7fc00b6972988567ec8cc5b982b47367bff62b5f48b73cc9f71de65,c16518e3bfed642abad0ef82095d01aa06d529de45c6ca5dfec8900e36789190,32.771875,0.25544107613729156,0.06712752510984836,0.4993049776873317,0.28815429821982436,0.0028355221538836095,0.21115067946750732
selective,0.1,16,selective_p0.1_r16,3641394361,1461189033,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_16.npz,results/phase4_core/states/selective/p0.1/rep_16.rng.json,429f1ea82358e88fd7219614046e89db6222ebd67f64a4211d58198bb4756c59,19395dbf489b8892f9611d60f8a234510436321f2da1d7248598b8d4d3410584,33.53359375,0.26478604782995363,0.06552891119198215,0.5083485204079075,0.288202323398289,0.0029217177600998983,0.22014619700961846
selective,0.1,17,selective_p0.1_r17,4225754583,3606747390,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_17.npz,results/phase4_core/states/selective/p0.1/rep_17.rng.json,66d1ee61af666e158dcc6506006c3136a7ab95e2ce96e59145def6478d2142a7,0e4a34e37b24307e5b3617930b51091205b76563acac9cd29ab0d086fb18652f,32.2046875,0.2548751650351923,0.06139641439031859,0.502504676041442,0.28867812300611545,0.003036828576360024,0.21382655303532655
selective,0.1,18,selective_p0.1_r18,1599731009,3091956390,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_18.npz,results/phase4_core/states/selective/p0.1/rep_18.rng.json,2d058bf43b016bf80aa4063248332454bce0fe5bf186cf88fe8714b66cda790c,3143db6c29447494a1b9f85b1a87505b8c7b1708aa37dd1461f93713fed22b21,33.13515625,0.26019940497418326,0.06469696602831981,0.5095274239366905,0.28868133716229355,0.002780937532997547,0.22084608677439693
selective,0.1,19,selective_p0.1_r19,3100412923,4085889290,2026073104,0,200,results/phase4_core/states/selective/p0.1/rep_19.npz,results/phase4_core/states/selective/p0.1/rep_19.rng.json,40ccc9850803986e05b27bb495e3f5af9274be3687351594d26ad854358740f3,51779f924a8d62c159e0a2249e469f1f40cfbf90efc42a03cce0ec7be27c6de9,32.80078125,0.25520436899544274,0.06427342085979183,0.4988586806211935,0.2881651038078298,0.0029153939789638927,0.2106935768133637
selective,0.2,0,selective_p0.2_r00,3875674752,3860117743,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_00.npz,results/phase4_core/states/selective/p0.2/rep_00.rng.json,95c90710b87c3d1442c39ed69bd30a6b319ded5f548fb578fff8b8695fd6d157,fe4f44816e1452e50172a8e5caad0d8ef86488ce8e333d10c32424564b3a92e8,33.08671875,0.26047864870699267,0.0693922239297731,0.5073316948013016,0.28828292168873465,0.0028532172076632845,0.21904877311256693
selective,0.2,1,selective_p0.2_r01,1150411212,4212731695,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_01.npz,results/phase4_core/states/selective/p0.2/rep_01.rng.json,8a48e90022ab4bfab23221de08cd2346b10c4ebcbaae03087ebaa9d72d925a30,1d2e418f56930204eb78d8a2f40897622bd01bd21a3eeb5c87c0ee57a1f00c5e,32.74609375,0.25603227287838165,0.06491053842542055,0.5040014218199462,0.288475021218336,0.0030995869043413398,0.2155264006016102
selective,0.2,2,selective_p0.2_r02,1099928176,3945309265,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_02.npz,results/phase4_core/states/selective/p0.2/rep_02.rng.json,aed884e3a082c94275a809106fff01d6f80e21ac1c6510e7294020e5ec2bf37d,a60bcf919a6d8040bfaf55c75eaea8dc509d7b2891426affe4b470c8a027ee1b,32.85,0.2625022313760025,0.06659653738762429,0.5034517423437146,0.28841766075135,0.0028335445007051843,0.2150340815923646
selective,0.2,3,selective_p0.2_r03,352840988,3337344386,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_03.npz,results/phase4_core/states/selective/p0.2/rep_03.rng.json,f1530331e84232763d9d5e41fe9fe70d2c57878d847e686bf45036588c944ff4,555a40eb8c2606e776114c119e4439c896f241e8aa4f9bd625664f79ad418fb4,32.46640625,0.26903421002837213,0.06910981328243201,0.513365855236634,0.288348013016897,0.002870642484156198,0.22501784221973703
selective,0.2,4,selective_p0.2_r04,3000604290,1568747535,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_04.npz,results/phase4_core/states/selective/p0.2/rep_04.rng.json,90fab6c68a513f5d3d3c11245a54cdd5288cbc8a8607ab5ed03b74c1e3244c49,ba74f01ed199813da186a6a342fd05b9b08ae359689a6a3b79ae590d9f5a6aa2,32.809375,0.26816962211745077,0.07143866519348782,0.5048554895271655,0.28790285652562664,0.0027768718174516786,0.21695263300153889
selective,0.2,5,selective_p0.2_r05,630753853,43363302,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_05.npz,results/phase4_core/states/selective/p0.2/rep_05.rng.json,c7a0dafb5d502a087d6a897c38251651852197be1a974ccc2bb5dc937b3f72bc,06851eb2cfead0e7d0d5cbb3cb020b5d988aae68378a55a8cd2aa38d92b04423,33.41640625,0.26237239042620547,0.0671958688086477,0.5052484405998896,0.2886682856902996,0.0033129129145299235,0.21658015490958998
selective,0.2,6,selective_p0.2_r06,2138752123,3178197134,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_06.npz,results/phase4_core/states/selective/p0.2/rep_06.rng.json,fb4768bf14a52d8a01344a67d7ba59b97682326f23f243e208aed0b3e5de8d48,7aad4291e53f1853692b5095f2de2699182128c415d154916b8d29bdad6408a7,32.96015625,0.25510176902681203,0.06745318174750253,0.4994361420602698,0.2884457231921218,0.0032169291730276025,0.210990418868148
selective,0.2,7,selective_p0.2_r07,53282011,4019477844,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_07.npz,results/phase4_core/states/selective/p0.2/rep_07.rng.json,8166720d0afd9a5e5d13cf5bada1715e2598125428ded82dd32706719552d34c,2e2a92a46d375e02506acbafdb65e36aa0775e5585611372c99af265faaeb4db,32.90859375,0.2608736955255554,0.06542511433141075,0.5072869805049717,0.2883750089744727,0.0031424566876042935,0.21891197153049896
selective,0.2,8,selective_p0.2_r08,2964839991,612525895,2026073104,0,200,results/phase4_core/states/selective/p0.2/rep_08.npz,results/phase4_core/states/selective/p0.2/rep_08.rng.json,0d2d449c38e55c73ec66957a301796f030812f097df2226421477d4acbfc04c1,6d0152eaf6f7877fe97a6350bff475b920087349d20e45a77fbaed548998b04d,32.75625,0.25711605506794805,0.0621519991022753,0.5071973809955317,0.28816132860722715,0.0030152378470891046,0.21903605238830454
